errorType,difficultyLevel,sentenceCorpus,correctAnswer
Gerunds,intermediate,My child struggles with {get} dressed by himself.,getting
Gerunds,intermediate,She was obsessed with {watch} that TV series.,watching
Gerunds,advanced,The problem with {make} comments online is that they never disappear.,making
Gerunds,advanced,Zach was always concerned with {make} money and using his time efficiently.,making
Gerunds,advanced,He never had trouble with {make} friends in school.,making
Gerunds,advanced,"No matter how noble your goals are, I don't agree with {hurt} people in order to pursue them.",hurting
Gerunds,advanced,I agree with {increase} the percentage of international students who receive scholarships from universities in the United States.,increasing
Gerunds,beginner,He walked away without {say} anything.,saying
Gerunds,beginner,He ran without {wear} proper shoes.,wearing
Gerunds,beginner,She crossed the river without {fall}.,falling
Gerunds,beginner,She left without {speak} to anyone.,speaking
Gerunds,beginner,He played the drums without {stop}.,stopping
Gerunds,intermediate,Amanda kept working with out {notice} the noise.,noticing
Gerunds,intermediate,She sat there with out {look} at anyone else.,looking
Gerunds,intermediate,We cannot make this with out {mix} the eggs with flour.,mixing
Gerunds,intermediate,My older twin sisters managed to spend a day with out {argue}.,arguing
Gerunds,advanced,Jamie continued her day with out {make} any more mistakes and went home relieved.,making
Gerunds,advanced,"You cannot go with out {pay} taxes and the richer you are, the more you pay.",paying
Gerunds,advanced,Ellie often takes very good photographs of celebrities without them {notice}.,noticing
Gerunds,advanced,"The interviewer was a little unfriendly, and continued asking questions with out {smile}.",smiling
Gerunds,advanced,"Without actually {tell} us why, we were all asked to leave the party.",telling
Gerunds,beginner,She felt so much better after {nap}.,napping
Gerunds,beginner,The kids were less cranky after {eat} lunch.,eating
Gerunds,beginner,Please take a shower after {exercise}.,exercising
Gerunds,beginner,"After {eat} the meat, Emily felt ill.",eating
Gerunds,beginner,"After {sit} for hours, his back started to ache.",sitting
Gerunds,intermediate,He had a place to work right after {graduate} from college.,graduating
Gerunds,intermediate,I couldn't sleep after {watch} the news.,watching
Gerunds,intermediate,I felt sad after {watch} that movie.,watching
Gerunds,intermediate,Johnny started crying after {fall} off the step.,falling
Gerunds,intermediate,She felt great after {work} out all day.,working
Gerunds,advanced,"He used to be a very handsome young man, but after {grow} old he was just like everyone else.",growing
Gerunds,advanced,"After {live} overseas for such a long time, I felt like a foreigner when I came back home.",living
Gerunds,advanced,"After {argue} with my sister for what seemed like hours, we ended up making peace over chocolate cake.",arguing
Gerunds,advanced,"After {hand} in my senior project, I finally felt like a free man.",handing
Gerunds,advanced,After {graduate} from high school we all lost contact with each other and made new friends.,graduating
Gerunds,beginner,She cleared her throat before {speak}.,speaking
Gerunds,beginner,She took a nap before {go} out.,going
Gerunds,beginner,He decided to read a little before {sleep}.,sleeping
Gerunds,beginner,He fixed his tie before {start} his presentation.,starting
Gerunds,beginner,He closed his eyes before {jump}.,jumping
Gerunds,intermediate,I finished all of my homework before {go} to bed.,going
Gerunds,intermediate,She took a deep breath before {open} the letter.,opening
Gerunds,intermediate,She took a sip of the brew before {add} more spices.,adding
Gerunds,intermediate,She made many friends before {leave} the country.,leaving
Gerunds,intermediate,The chef washed his hands thoroughly before {handle} the food.,handling
Gerunds,advanced,"Our brother, who goes to college overseas, was showered with love and affection before {fly} off to Europe.",flying
Gerunds,advanced,He will live in the city with his friend for a couple months before {live} on his own just so he can get used to the lifestyle.,living
Gerunds,advanced,It is essential to proofread your final essay before {turn} it in to the professor.,turning
Gerunds,advanced,"Before {fly} off to America, Ally gave each of her siblings a big hug and a present.",flying
Gerunds,advanced,The hostess made a toast before {serve} dinner to her guests.,serving
verb + preposition,beginner,"He works {up, to, of} his mother.",for
verb + preposition,beginner,"You work {up, to, of} money.",for
verb + preposition,beginner,"I pay {up, to, of} your tuition.",for
verb + preposition,beginner,"Will you pay {up, to, of} his ticket?",for
verb + preposition,beginner,"He fights {up, to, of} his people.",for
verb + preposition,beginner,"I fight {up, to, of} my country.",for
verb + preposition,beginner,"I write {up, of} the student newspaper.",for
verb + preposition,beginner,"She is waiting {up, to, of} her sister.",for
verb + preposition,beginner,"I cook {up, to, of} my mom sometimes.",for
verb + preposition,beginner,"She cooks {up, to, of} her little brother.",for
verb + preposition,intermediate,"I work {up, to, of} my father's company during school breaks.",for
verb + preposition,intermediate,"He used to work {up, to, of} the government but quit last year.",for
verb + preposition,intermediate,"I paid {up, of} my mother's trip to Hawaii.",for
verb + preposition,intermediate,"I will pay {up, of} your car if you get good grades.",for
verb + preposition,intermediate,"I will continue to fight {up, to, of} my rights.",for
verb + preposition,intermediate,"This area is known {up, to, of} its peaches.",for
verb + preposition,intermediate,"I used to write {up,since, of} the local paper.",for
verb + preposition,intermediate,"This is used {up, to, of} pounding rice into omochi.",for
verb + preposition,intermediate,"He always cooks {up, to, of} his wife on weekends.",for
verb + preposition,intermediate,"My friend cooked {up, to, of} her mother on Mother's Birthday.",for
verb + preposition,advanced,"My brother worked {up, to, of} the Washington Hospital as an intern last summer.",for
verb + preposition,advanced,"He worked {up, to, of} a film company that documented the prevalence of homelessness in New York City.",for
verb + preposition,advanced,"He paid {up, to, of} his flight months beforee, yet they still did not process the payment.",for
verb + preposition,advanced,"Being the good brother he is, he paid {in, to, of} his sister's loans once he was able to aford it.",for
verb + preposition,advanced,"It's important to understand the issues before you vote {up, to, of} your candidate.",for
verb + preposition,advanced,"My friend thought her essay was graded so unfairly that she went to negotitate {up, to, of} a better grade.",for
verb + preposition,advanced,"I write {up, in, of} those who cannot speak for themselves.",for
verb + preposition,advanced,"The judge called {up, of} order in the courtroom after the outburst.",for
verb + preposition,advanced,"I looked {up, to, of} a gift for my girlfriend, but I just don't know what she would like.",for
verb + preposition,advanced,"I care {up, to} my grandmother to cheer her up and provide her with nutritious meals.",for
verb + preposition,beginner,"You look {by, during, since, in} your sister.",like
verb + preposition,beginner,"He looks {by, during, since, in} his mother.",like
verb + preposition,beginner,"The boy looks {by, during, from, since, in} a man now.",like
verb + preposition,beginner,"That sounds {at, by, up, to} a typical teenage romance.",like
verb + preposition,beginner,"When she sings she sounds {at, by, during, from, up, to} an angel.",like
verb + preposition,beginner,"I felt {at, by, past, up, to} I was a kid again.",like
verb + preposition,beginner,"Up on stage I felt {at, by, during, from, past, since, up, to} a star.",like
verb + preposition,beginner,"He died {at, by, up, to} a hero.",like
verb + preposition,beginner,"He sings {by, during, from, past, since, up} a professional.",like
verb + preposition,beginner,"Adam slept {during, from, past, since, up, to} a baby.",like
verb + preposition,intermediate,"That seems {at, by, during, from, past, since, up, to} a harsh punishment.",like
verb + preposition,intermediate,"The milk smelled {at, up, to} it had spoiled.",like
verb + preposition,intermediate,"Ben looks {at, by, from, up, to} he's really enjoying college.",like
verb + preposition,intermediate,"My older sister is beginning to sound {by, during, from, past, since, up, to} our mother.",like
verb + preposition,intermediate,"I'm a little concerned because Emily sounds {at, by, from, up, to} she's in pain.",like
verb + preposition,intermediate,"He acted {at, by, during, from, past, up, to} a jerk when he won the game.",like
verb + preposition,intermediate,"They were dressed {at, by, from, up, to} they were ready for Halloween.",like
verb + preposition,intermediate,"He neither fought nor died {at, past, since, up} Achilles.",like
verb + preposition,intermediate,"Max tried to sing {past, since} Beyonce to cheer up his little sister.",like
verb + preposition,intermediate,"Amanda was so exhausted she slept {at, during, from, up, to} a dead person.",like
verb + preposition,advanced,"Lina's make up was so well done she really looked {by, during, from, since} Angelina Jolie from afar.",like
verb + preposition,advanced,"My professor looked {by, during, from, since} someone I knew in high school but I couldn't quite figure out who.",like
verb + preposition,advanced,"I couldn't stop staring at my sister's dress because it made her look {by, from, since, up} she was wearing cotton candy.",like
verb + preposition,advanced,"I'm a little concerned because the captain sounds {at, by, up, to} he doesn't know what he's doing.",like
verb + preposition,advanced,"I'm going to check on the baby because he sounds {at, by, during, from, up, to} he's about to cry.",like
verb + preposition,advanced,"That nap was so rejuvenating I felt {at, by, during, from, past, since, up, to} a new person!",like
verb + preposition,advanced,"Richard felt {at, by, during, from, up, to} he was annoying Jess with all the attention he was giving her.",like
verb + preposition,advanced,"My grandfather died {at, by, from, up, to} he lived, quietly and without fuss.",like
verb + preposition,advanced,"Mrs. Robert's daughter is only fourteen but she sings {by, during, from, past, since} a professional.",like
verb + preposition,advanced,"We were treated {at, by, during, up, to} very special guests, so yes, it was a great visit.",like
verb + preposition,beginner,"He ran with {during, since} the train station.",to
verb + preposition,beginner,"I walked {during, since, up, for} his house.",to
verb + preposition,beginner,"I spoke {by, during, from, since, up} his mother.",to
verb + preposition,beginner,"We got {since, up, for, like} school.",to
verb + preposition,beginner,"The dog belongs {by, from, since, up, for, like} Mrs. Kelly.",to
verb + preposition,beginner,"I'm going {at, by, during, from, since, up, for} quit.",to
verb + preposition,beginner,"Helena wrote {by, during, since, up} her sister.",to
verb + preposition,beginner,"I want {at, by, up, for, like} eat something sweet.",to
verb + preposition,beginner,"Ben hurried {up, for, like} school.",to
verb + preposition,beginner,"Jackson was rushed {with, like} the hospital.",to
verb + preposition,intermediate,"James ran {up, like} the busstop to catch the last bus.",to
verb + preposition,intermediate,"Megan walked {since, up, like} her dance class in the storm.",to
verb + preposition,intermediate,"I will speak {by, up} Isabel after she comes back from school.",to
verb + preposition,intermediate,"We got {up, for, like} the theater right when the movie started.",to
verb + preposition,intermediate,"Since those shoes belong {by, up, for, like} Timmy so you must give them back.",to
verb + preposition,intermediate,"The man stood up and shouted {by, in, like} the people.",to
verb + preposition,intermediate,"You must write {during, past, since, up} the school to explain your situation.",to
verb + preposition,intermediate,"Rachel was led {as, like} her surprise birthday party.",to
verb + preposition,intermediate,"James hurried {with, during, like} the book store to be first in line.",to
verb + preposition,intermediate,"Tom slept past his alarm so he had to rush {up, for, like} school.",to
verb + preposition,advanced,"Whenever the strict teacher arrives, the children run {with, like} their seats.",to
verb + preposition,advanced,"I needed {at, by, during, from, past, since, up, for, like} get several things from the market so I left after lunch.",to
verb + preposition,advanced,"Please speak {by, during, from,since, up} your sister and resolve this conflict.",to
verb + preposition,advanced,"The easiest way to get {during, since, up, for, like} the museum is to take the train.",to
verb + preposition,advanced,"This property belongs {by, during, from, past, since, up, for, like} Mr. James, who owns a car manufacturing company.",to
verb + preposition,advanced,"I shouted {by, during, from, past, since, up} Jane to move because the traffic was heading toward her.",to
verb + preposition,advanced,"It's time to write {by, since, up} your parents to see how they're doing.",to
verb + preposition,advanced,"When the doorbell rang I hurried {during, since, up, like} the door because I knew the book I ordered had finally arrived.",to
verb + preposition,advanced,"I rushed {during, since, up} my computer to finish my final essay so I could make the deadline.",to
verb + preposition,beginner,"I stayed {during, from, since, to} my friend.",with
verb + preposition,beginner,"You should come {during, from, since, up, of} me.",with
verb + preposition,beginner,"I have worked {during, up, to, of} children before.",with
verb + preposition,beginner,"You can sit {during, from, in, since, up, to, of} us.",with
verb + preposition,beginner,"I fought {past, since, up, to, of} my sister.",with
verb + preposition,beginner,"I walked {during, since, up, to, of} my grandfather.",with
verb + preposition,beginner,"I stood {during, from, since, up, to, of} my mother in front of the house.",with
verb + preposition,beginner,"I do not agree {from, in, near, past, since, up, to, of} you.",with
verb + preposition,beginner,"The garden is filled {in, up, to} flowers.",with
verb + preposition,beginner,"I am pleased {during, in, up, to} his grades.",with
verb + preposition,intermediate,"You should stay {during, from, up, to, of} your sister.",with
verb + preposition,intermediate,"It will be a dangerous journey so don't come {during, since, up, of} me.",with
verb + preposition,intermediate,"I have to work {during, from, in, up, of} other people for my internship.",with
verb + preposition,intermediate,"John sits {from, up, to, of} his grandmother in the garden every afternoon.",with
verb + preposition,intermediate,"Liz constantly fights {from, in, up, to, of} Emma over very small things.",with
verb + preposition,intermediate,"Always hold his hand when you walk {since, up, to, of} your little brother.",with
verb + preposition,intermediate,"Ryan stood {during, from, to, of} Jess's friends to show support.",with
verb + preposition,intermediate,"I generally agree {from, in, near, up, to, of} what he says but this time I don't.",with
verb + preposition,intermediate,"My bag is heavy because it's filled {during, in, near, up, to, of} unnecessary things.",with
verb + preposition,intermediate,"I am pleased {during, near, past, since, up, to} the outcome of my project.",with
verb + preposition,advanced,"Lina stayed {from, since, up, to, of} a wonderful host family during her exchange program last fall.",with
verb + preposition,advanced,"I will come {up, like, of} you to make sure you are okay.",with
verb + preposition,advanced,"You need to learn to work {past, since, up, to, of} William even though you dislike him.",with
verb + preposition,advanced,"It's nice to sit {as, from, in, near, past, since, up, to, of} a cup of hot cocoa by the fireplace when it's snowing outside.",with
verb + preposition,advanced,"You should not fight {during, from, in, up, to, of} your parents because without them you wouldn't be here.",with
verb + preposition,advanced,"Jane's grandfather is walking {up, to, of} a cane because his legs are weak.",with
verb + preposition,advanced,"Mrs. Walters stood {during, from, in, since, to, of} her hands on her hips and a stern look on her face.",with
verb + preposition,advanced,"I am very content with life and every day is filled {during, near, past, since, up, to} laughter.",with
verb + preposition,advanced,"The teacher seems very pleased {during, near, past, up, to} your frequent participation in class.",with
Adverbs,beginner,John sat down {quick}.,quickly
Adverbs,beginner,He ate his dinner very {quick}.,quickly
Adverbs,beginner,She went home {quick}.,quickly
Adverbs,beginner,She spoke {quick}.,quickly
Adverbs,beginner,I finished homework {quick}.,quickly
Adverbs,beginner,He woke up {quick}.,quickly
Adverbs,beginner,He noticed the dog {quick}.,quickly
Adverbs,beginner,He untied his boots {quick}.,quickly
Adverbs,beginner,The mother hugged her child {quick}.,quickly
Adverbs,beginner,The apples started to rot {quick}.,quickly
Adverbs,intermediate,I folded my clothes {quick}.,quickly
Adverbs,intermediate,Evan jumped out of his seat {quick}.,quickly
Adverbs,intermediate,He grabbed his keys {quick}.,quickly
Adverbs,intermediate,The damage was fixed {quick} so father never knew.,quickly
Adverbs,intermediate,John was so excited he opened his presents very {quick}.,quickly
Adverbs,intermediate,Emily ran {quick} to catch the last bus home.,quickly
Adverbs,intermediate,She started to walk {quick} when she noticed someone following her.,quickly
Adverbs,intermediate,I finished my math exam {quick} so I could leave.,quickly
Adverbs,intermediate,He turned {quick} and saw his mother in the crowd.,quickly
Adverbs,intermediate,Lizzy ran down the basketball court {quick} and made the shot.,quickly
Adverbs,advanced,Samantha returned her overdue books {quick}.,quickly
Adverbs,advanced,Amanda hung up the phone {quick} when she realized she wasn't talking to her mother.,quickly
Adverbs,advanced,Let's work {quick} so we can finish before our favorite show comes on.,work quickly
Adverbs,advanced,I need you to decide {quick} or I can't hire you for this job.,quickly
Adverbs,advanced,"Once the business meeting finished, the vice president left quite {quick}.",quickly
Adverbs,advanced,He drove {quick} to make sure he was going to be there on time.,quickly
Adverbs,advanced,She moved aside {quick} when she saw the car heading toward her.,quickly
Adverbs,advanced,"If you want me to buy you an ice cream, choose your flavor {quick}.",quickly
Adverbs,advanced,Our principal called in the teachers to {quick} escort the students to safety.,quickly
Adverbs,advanced,"Since Emma was sick, she got tired {quick} and decided to leave soccer practice earlier than usual.",quickly
Adverbs,beginner,Paul walked {careful}.,carefully
Adverbs,beginner,He looked through the books {careful}.,carefully
Adverbs,beginner,The women listened {careful}.,carefully
Adverbs,beginner,He read through the newspaper {careful}.,carefully
Adverbs,beginner,He entered the cave {careful}.,carefully
Adverbs,beginner,He boiled the spaghetti {careful}.,carefully
Adverbs,beginner,Think about it {careful}.,carefully
Adverbs,beginner,Please aim {careful}.,carefully
Adverbs,beginner,He drove {careful}.,carefully
Adverbs,beginner,He shut the door {careful}.,carefully
Adverbs,intermediate,He listened to the instructions {careful}.,carefully
Adverbs,intermediate,She cared for the injured cat {careful}.,carefully
Adverbs,intermediate,"After he petted the dog, he washed his hands {careful}.",carefully
Adverbs,intermediate,He read the contract {careful}.,carefully
Adverbs,intermediate,You need to think through it {careful}.,carefully
Adverbs,intermediate,He moved the delicate artwork {careful}.,carefully
Adverbs,intermediate,The soldier aimed his rifle {careful}.,carefully
Adverbs,intermediate,The taxi driver drove {careful} through the busy streets of Tokyo.,carefully
Adverbs,intermediate,He carried the dishes {careful} but unfortunately dropped them.,carefully
Adverbs,intermediate,The father carried his sleeping son {careful} to bed.,carefully
Adverbs,advanced,The brain tumor had to be removed {careful} so that it would not damage other parts of the brain.,carefully
Adverbs,advanced,He spoke to her {careful} so he wouldn't insult her in any way.,carefully
Adverbs,advanced,He pressed the button {careful} because he wasn't sure what it would do.,carefully
Adverbs,advanced,Jack walked toward the injured dog slowly and {careful}.,carefully
Adverbs,advanced,She looked at the painting {careful} and finally realized that it was fake.,carefully
Adverbs,advanced,He examined the meat {careful} and decided it was no longer fit to eat.,carefully
Adverbs,advanced,He watched the movie {careful} to study how the characters were developed.,carefully
Adverbs,advanced,Mark walked over the broken shards of glass {careful}.,carefully
Adverbs,advanced,She examined her baby {careful} in hopes of finding what was making her cry.,carefully
Adverbs,advanced,They planned the trip {careful} so they would not encounter any complications.,carefully
Adverbs,beginner,She started crying {sudden}.,suddenly
Adverbs,beginner,He {sudden} stood up.,suddenly
Adverbs,beginner,The train stopped {sudden}.,suddenly
Adverbs,beginner,She {sudden} fell over.,suddenly
Adverbs,beginner,She woke up {sudden}.,suddenly
Adverbs,beginner,He {sudden} got angry.,suddenly
Adverbs,beginner,His bird died {sudden}.,suddenly
Adverbs,beginner,The coach shouted {sudden}.,suddenly
Adverbs,beginner,I {sudden} slipped.,suddenly
Adverbs,beginner,He {sudden} started running.,suddenly
Adverbs,intermediate,The birds {sudden} stopped chirping.,suddenly
Adverbs,intermediate,The car {sudden} sped up.,suddenly
Adverbs,intermediate,He {sudden} started violently coughing.,suddenly
Adverbs,intermediate,"After soccer practice, my leg {sudden} started hurting.",suddenly
Adverbs,intermediate,My grandmother {sudden} started singing as she washed the dishes.,suddenly
Adverbs,intermediate,{Sudden} he went from laughing to crying.,Suddenly
Adverbs,intermediate,He woke up {sudden} when he heard a loud crash.,suddenly
Adverbs,intermediate,The TV turned off {sudden} so we knew the power had gone out.,suddenly
Adverbs,intermediate,We were all startled because the dog barked {sudden}.,suddenly
Adverbs,intermediate,{Sudden} the room began to shake violently.,Suddenly
Adverbs,advanced,"I {sudden} realized I no longer needed to stay, so I left.",suddenly
Adverbs,advanced,When she saw her father at the airport she {sudden} cried and ran towards him.,suddenly
Adverbs,advanced,Carla {sudden} dropped her bags and ran out of the lecture room.,suddenly
Adverbs,advanced,Bill {sudden} ran back into the house to grab his cell phone.,suddenly
Adverbs,advanced,We were running together but I looked back and saw that she {sudden} disappeared.,suddenly
Adverbs,advanced,Her mother embraced her {sudden} and said words of comfort.,suddenly
Adverbs,advanced,Everyone thought Tom had left the country so they were surprised when he {sudden} walked into the room.,suddenly
Adverbs,advanced,"When Amy started talking, Carl looked worried because she {sudden} turned pale.",suddenly
Adverbs,beginner,Jim talks very {loud}.,loudly
Adverbs,beginner,The baby cried {loud}.,loudly
Adverbs,beginner,The lion roared {loud}.,loudly
Adverbs,beginner,The dog barked {loud}.,loudly
Adverbs,beginner,The music played {loud}.,loudly
Adverbs,beginner,He slammed the door {loud}.,loudly
Adverbs,beginner,The chair squeaked {loud}.,loudly
Adverbs,beginner,The coach yelled {loud}.,loudly
Adverbs,beginner,I laughed {loud}.,loudly
Adverbs,beginner,The crowd cheered {loud}.,loudly
Adverbs,intermediate,The audience clapped {loud} as the show ended.,loudly
Adverbs,intermediate,The sisters laughed {loud} as they watched the TV.,loudly
Adverbs,intermediate,The car engine started {loud}.,loudly
Adverbs,intermediate,The ducks quacked {loud} as they swam towards the bread crumbs.,loudly
Adverbs,intermediate,The athletes were cheered {loud} as they marched in the parade.,loudly
Adverbs,intermediate,The children laughed {loud} as they played tag.,loudly
Adverbs,intermediate,The pencil sharpener echoed {loud} in the quiet classroom.,loudly
Adverbs,intermediate,The band played {loud} and the crowd cheered them on.,loudly
Adverbs,intermediate,The lightning struck the building and thunder crackled {loud}.,loudly
Adverbs,intermediate,Jess had to talk {loud} because her grandmother couldn't hear well.,loudly
Adverbs,advanced,The crowd {loud} booed the unpopular candidate.,loudly
Adverbs,advanced,His mother is always complaining {loud} about something.,loudly
Adverbs,advanced,He was snoring so{loud} that I couldn't sleep at all.,so loudly
Adverbs,advanced,Her screams echoed {loud} throughout the haunted house.,loudly
Adverbs,advanced,Her stomach grumbled {loud} because she missed lunch.,loudly
Adverbs,advanced,The cars collided {loud} as they both skidded along the wet road.,loudly
Adverbs,advanced,The minute the game ended the two friends ran towards each other and cried {loud} because they were so happy that they finally won the championship.,loudly
Adverbs,advanced,People danced to the music that played {loud} throughout the club.,loudly
Adverbs,advanced,The large crowd shouted {loud} as the riot escalated.,loudly
Adverbs,advanced,The pans and pots crashed {loud} when Sam knocked them to the floor.,loudly
Adverbs,beginner,My tooth hurts {bad}.,badly
Adverbs,beginner,He hurt his leg {bad}.,badly
Adverbs,beginner,I want it {bad}.,badly
Adverbs,beginner,They hurt him {bad}.,badly
Adverbs,beginner,She behaves {bad}.,badly
Adverbs,beginner,The argument ended {bad}.,badly
Adverbs,beginner,She sings very {bad}.,badly
Adverbs,beginner,Things were going {bad} for him.,badly
Adverbs,beginner,I felt {bad} about saying no.,badly
Adverbs,beginner,He needs it {bad}.,badly
Adverbs,intermediate,He was so stressed that he slept {bad}.,badly
Adverbs,intermediate,The conversation between my sister and my parents went {bad}.,badly
Adverbs,intermediate,His relationship with his girlfriend was going {bad}.,badly
Adverbs,intermediate,Ever since he ate the raw fish his stomach hurt {bad}.,badly
Adverbs,intermediate,He hurt his back {bad} when he was moving heavy boxes.,badly
Adverbs,intermediate,I've run out of toothpaste and I need some {bad}.,badly
Adverbs,intermediate,"Since she wasn't feeling well today, she was working {bad}.",badly
Adverbs,intermediate,He is a poor college student and needs money {bad}.,badly
Adverbs,intermediate,Ben slipped on ice and hurt himself {bad}.,badly
Adverbs,intermediate,"Ever since his dog died, he's been doing {bad}.",badly
Adverbs,advanced,"As he was trying to catch the ball, he sprained his leg {bad}.",badly
Adverbs,advanced,"Surprisingly, my sister is dealing with the situation very {bad}.",badly
Adverbs,advanced,"Jess didn't prepare much for her presentation, so it went {bad}.",badly
Adverbs,advanced,"I think your friend has been doing {bad}, so you might want to go see him.",badly
Adverbs,advanced,He was never a good cook so when he prepared dinner for his girlfriend it went {bad}.,badly
Adverbs,advanced,She wanted the new iPhone so {bad} that she worked three jobs for it.,badly
Adverbs,advanced,He was so nervous about the interview tomorrow that he slept very {bad} that night.,badly
Adverbs,advanced,"Despite being a great singer, she sang very {bad} that night.",badly
Adverbs,advanced,His favorite band was visiting his town and he wanted to see them so {bad} that he called in sick for work.,badly
Adverbs,advanced,The reason your heater is working {bad} is the dust blocking the vent.,badly
Adverbs,beginner,He spoke very {quiet}.,quietly
Adverbs,beginner,She did her work {quiet}.,quietly
Adverbs,beginner,He walked home {quiet}.,quietly
Adverbs,beginner,Liz got up {quiet}.,quietly
Adverbs,beginner,Josh coughed {quiet}.,quietly
Adverbs,beginner,Mark began to sob {quiet}.,quietly
Adverbs,beginner,Morgan left the room {quiet}.,quietly
Adverbs,beginner,She listened {quiet}.,quietly
Adverbs,beginner,Adam clapped {quiet}.,quietly
Adverbs,beginner,She sniffed {quiet}.,quietly
Adverbs,beginner,Please do it {quiet}.,quietly
Adverbs,intermediate,Ben sat on his bed and read his book {quiet}.,quietly
Adverbs,intermediate,The boys {quiet} walked past their parents who were already asleep.,quietly
Adverbs,intermediate,"No matter how {quiet} I come in, he always wakes.",quietly
Adverbs,intermediate,"If it's late when you come by, please knock {quiet}.",quietly
Adverbs,intermediate,Everyone at the memorial service was speaking very {quiet}.,quietly
Adverbs,intermediate,I've never seen a baby cry {quiet}.,quietly
Adverbs,intermediate,"If you must argue, please do it {quiet}.",quietly
Adverbs,intermediate,She slipped out {quiet} while no one was looking.,quietly
Adverbs,intermediate,Could you please eat more {quiet}?,quietly
Adverbs,advanced,I found her crying {quiet} in her room the day her cat died.,quietly
Adverbs,advanced,"It's so annoying when people think they are speaking {quiet} into their cellphones, but they can be easily overheard.",quietly
Adverbs,advanced,I could hear the rain {quiet} hitting the window.,quietly
Adverbs,advanced,She was {quiet} doing her work when her sister burst into her room.,quietly
Adverbs,advanced,The children quickly and {quiet} exited the building during the fire drill.,quietly
Adverbs,advanced,My Japanese women friends always speak so {quiet} in soft voices.,quietly
Adverbs,advanced,We were laughing {quiet} at a private joke when we noticed the teacher frowning at us.,quietly
Adverbs,advanced,"They were lying {quiet} on the bed, watching the rain through the window.",quietly
Adverbs,advanced,"I crept {quiet} down the stairs in the dark, thinking about that last piece of chocolate cake.",quietly
Adverbs,advanced,"He rearranged his collection of model cars, {quiet} humming to himself.",quietly
