sub_type,difficulty_level,sentence_corpus,correct_answers,error_words
10,2,Since those shoes belong {} Timmy so you must give them back.,{to},"{by, up, for, like}"
10,2,The man stood up and shouted {} the people.,{to},"{by, in, like}"
10,2,You must write {} the school to explain your situation.,{to},"{during, past, since, up}"
10,2,Rachel was led {} her surprise birthday party.,{to},"{as, like}"
10,2,James hurried {} the book store to be first in line.,{to},"{with, during, like}"
10,2,Tom slept past his alarm so he had to rush {} school.,{to},"{up, for, like}"
10,3,"Whenever the strict teacher arrives, the children run {} their seats.",{to},"{with, like}"
10,3,I needed {} get several things from the market so I left after lunch.,{to},"{at, by, during, from, past, since, up, for, like}"
10,3,Please speak {} your sister and resolve this conflict.,{to},"{by, during, from,since, up}"
10,3,The easiest way to get {} the museum is to take the train.,{to},"{during, since, up, for, like}"
10,3,"This property belongs {} Mr. James, who owns a car manufacturing company.",{to},"{by, during, from, past, since, up, for, like}"
10,3,I shouted {} Jane to move because the traffic was heading toward her.,{to},"{by, during, from, past, since, up}"
10,3,It's time to write {} your parents to see how they're doing.,{to},"{by, since, up}"
10,3,When the doorbell rang I hurried {} the door because I knew the book I ordered had finally arrived.,{to},"{during, since, up, like}"
10,3,I rushed {} my computer to finish my final essay so I could make the deadline.,{to},"{during, since, up}"
10,1,I stayed {} my friend.,{with},"{during, from, since, to}"
10,1,You should come {} me.,{with},"{during, from, since, up, of}"
10,1,I have worked {} children before.,{with},"{during, up, to, of}"
10,1,You can sit {} us.,{with},"{during, from, in, since, up, to, of}"
10,1,I fought {} my sister.,{with},"{past, since, up, to, of}"
10,1,I walked {} my grandfather.,{with},"{during, since, up, to, of}"
10,1,I stood {} my mother in front of the house.,{with},"{during, from, since, up, to, of}"
10,1,I do not agree {} you.,{with},"{from, in, near, past, since, up, to, of}"
10,1,The garden is filled {} flowers.,{with},"{in, up, to}"
10,1,I am pleased {} his grades.,{with},"{during, in, up, to}"
10,2,You should stay {} your sister.,{with},"{during, from, up, to, of}"
10,2,It will be a dangerous journey so don't come {} me.,{with},"{during, since, up, of}"
10,2,I have to work {} other people for my internship.,{with},"{during, from, in, up, of}"
10,2,John sits {} his grandmother in the garden every afternoon.,{with},"{from, up, to, of}"
10,2,Liz constantly fights {} Emma over very small things.,{with},"{from, in, up, to, of}"
10,2,Always hold his hand when you walk {} your little brother.,{with},"{since, up, to, of}"
10,2,Ryan stood {} Jess's friends to show support.,{with},"{during, from, to, of}"
10,2,I generally agree {} what he says but this time I don't.,{with},"{from, in, near, up, to, of}"
10,2,My bag is heavy because it's filled {} unnecessary things.,{with},"{during, in, near, up, to, of}"
10,2,I am pleased {} the outcome of my project.,{with},"{during, near, past, since, up, to}"
10,3,Lina stayed {} a wonderful host family during her exchange program last fall.,{with},"{from, since, up, to, of}"
10,3,I will come {} you to make sure you are okay.,{with},"{up, like, of}"
10,3,You need to learn to work {} William even though you dislike him.,{with},"{past, since, up, to, of}"
10,3,It's nice to sit {} a cup of hot cocoa by the fireplace when it's snowing outside.,{with},"{as, from, in, near, past, since, up, to, of}"
10,3,You should not fight {} your parents because without them you wouldn't be here.,{with},"{during, from, in, up, to, of}"
10,3,Jane's grandfather is walking {} a cane because his legs are weak.,{with},"{up, to, of}"
10,3,Mrs. Walters stood {} her hands on her hips and a stern look on her face.,{with},"{during, from, in, since, to, of}"
10,3,I am very content with life and every day is filled {} laughter.,{with},"{during, near, past, since, up, to}"
10,3,The teacher seems very pleased {} your frequent participation in class.,{with},"{during, near, past, up, to}"
11,1,John sat down {}.,{quickly},{quick}
11,1,He ate his dinner very {}.,{quickly},{quick}
11,1,She went home {}.,{quickly},{quick}
11,1,She spoke {}.,{quickly},{quick}
11,1,I finished homework {}.,{quickly},{quick}
11,1,He woke up {}.,{quickly},{quick}
11,1,He noticed the dog {}.,{quickly},{quick}
11,1,He untied his boots {}.,{quickly},{quick}
11,1,The mother hugged her child {}.,{quickly},{quick}
11,1,The apples started to rot {}.,{quickly},{quick}
11,2,I folded my clothes {}.,{quickly},{quick}
11,2,Evan jumped out of his seat {}.,{quickly},{quick}
11,2,He grabbed his keys {}.,{quickly},{quick}
11,2,The damage was fixed {} so father never knew.,{quickly},{quick}
11,2,John was so excited he opened his presents very {}.,{quickly},{quick}
11,2,Emily ran {} to catch the last bus home.,{quickly},{quick}
11,2,She started to walk {} when she noticed someone following her.,{quickly},{quick}
11,2,I finished my math exam {} so I could leave.,{quickly},{quick}
11,2,He turned {} and saw his mother in the crowd.,{quickly},{quick}
11,2,Lizzy ran down the basketball court {} and made the shot.,{quickly},{quick}
11,3,Samantha returned her overdue books {}.,{quickly},{quick}
11,3,Amanda hung up the phone {} when she realized she wasn't talking to her mother.,{quickly},{quick}
11,3,Let's work {} so we can finish before our favorite show comes on.,{work quickly},{quick}
11,3,I need you to decide {} or I can't hire you for this job.,{quickly},{quick}
11,3,"Once the business meeting finished, the vice president left quite {}.",{quickly},{quick}
11,3,He drove {} to make sure he was going to be there on time.,{quickly},{quick}
11,3,She moved aside {} when she saw the car heading toward her.,{quickly},{quick}
11,3,"If you want me to buy you an ice cream, choose your flavor {}.",{quickly},{quick}
11,3,Our principal called in the teachers to {} escort the students to safety.,{quickly},{quick}
11,3,"Since Emma was sick, she got tired {} and decided to leave soccer practice earlier than usual.",{quickly},{quick}
11,1,Paul walked {}.,{carefully},{careful}
11,1,He looked through the books {}.,{carefully},{careful}
11,1,The women listened {}.,{carefully},{careful}
11,1,He read through the newspaper {}.,{carefully},{careful}
11,1,He entered the cave {}.,{carefully},{careful}
11,1,He boiled the spaghetti {}.,{carefully},{careful}
11,1,Think about it {}.,{carefully},{careful}
11,1,Please aim {}.,{carefully},{careful}
11,1,He drove {}.,{carefully},{careful}
11,1,He shut the door {}.,{carefully},{careful}
11,2,He listened to the instructions {}.,{carefully},{careful}
11,2,She cared for the injured cat {}.,{carefully},{careful}
11,2,"After he petted the dog, he washed his hands {}.",{carefully},{careful}
11,2,He read the contract {}.,{carefully},{careful}
11,2,You need to think through it {}.,{carefully},{careful}
11,2,He moved the delicate artwork {}.,{carefully},{careful}
11,2,The soldier aimed his rifle {}.,{carefully},{careful}
11,2,The taxi driver drove {} through the busy streets of Tokyo.,{carefully},{careful}
11,2,He carried the dishes {} but unfortunately dropped them.,{carefully},{careful}
11,2,The father carried his sleeping son {} to bed.,{carefully},{careful}
11,3,The brain tumor had to be removed {} so that it would not damage other parts of the brain.,{carefully},{careful}
11,3,He spoke to her {} so he wouldn't insult her in any way.,{carefully},{careful}
11,3,He pressed the button {} because he wasn't sure what it would do.,{carefully},{careful}
11,3,Jack walked toward the injured dog slowly and {}.,{carefully},{careful}
11,3,She looked at the painting {} and finally realized that it was fake.,{carefully},{careful}
11,3,He examined the meat {} and decided it was no longer fit to eat.,{carefully},{careful}
11,3,He watched the movie {} to study how the characters were developed.,{carefully},{careful}
11,3,Mark walked over the broken shards of glass {}.,{carefully},{careful}
11,3,She examined her baby {} in hopes of finding what was making her cry.,{carefully},{careful}
11,3,They planned the trip {} so they would not encounter any complications.,{carefully},{careful}
11,1,She started crying {}.,{suddenly},{sudden}
11,1,He {} stood up.,{suddenly},{sudden}
11,1,The train stopped {}.,{suddenly},{sudden}
11,1,She {} fell over.,{suddenly},{sudden}
11,1,She woke up {}.,{suddenly},{sudden}
11,1,He {} got angry.,{suddenly},{sudden}
11,1,His bird died {}.,{suddenly},{sudden}
11,1,The coach shouted {}.,{suddenly},{sudden}
11,1,I {} slipped.,{suddenly},{sudden}
11,1,He {} started running.,{suddenly},{sudden}
11,2,The birds {} stopped chirping.,{suddenly},{sudden}
11,2,The car {} sped up.,{suddenly},{sudden}
11,2,He {} started violently coughing.,{suddenly},{sudden}
11,2,"After soccer practice, my leg {} started hurting.",{suddenly},{sudden}
11,2,My grandmother {} started singing as she washed the dishes.,{suddenly},{sudden}
11,2,{} he went from laughing to crying.,{Suddenly},{Sudden}
11,2,He woke up {} when he heard a loud crash.,{suddenly},{sudden}
11,2,The TV turned off {} so we knew the power had gone out.,{suddenly},{sudden}
11,2,We were all startled because the dog barked {}.,{suddenly},{sudden}
11,2,{} the room began to shake violently.,{Suddenly},{Sudden}
11,3,"I {} realized I no longer needed to stay, so I left.",{suddenly},{sudden}
11,3,When she saw her father at the airport she {} cried and ran towards him.,{suddenly},{sudden}
11,3,Carla {} dropped her bags and ran out of the lecture room.,{suddenly},{sudden}
11,3,Bill {} ran back into the house to grab his cell phone.,{suddenly},{sudden}
11,3,We were running together but I looked back and saw that she {} disappeared.,{suddenly},{sudden}
11,3,Her mother embraced her {} and said words of comfort.,{suddenly},{sudden}
11,3,Everyone thought Tom had left the country so they were surprised when he {} walked into the room.,{suddenly},{sudden}
11,3,"When Amy started talking, Carl looked worried because she {} turned pale.",{suddenly},{sudden}
11,1,Jim talks very {}.,{loudly},{loud}
11,1,The baby cried {}.,{loudly},{loud}
11,1,The lion roared {}.,{loudly},{loud}
11,1,The dog barked {}.,{loudly},{loud}
11,1,The music played {}.,{loudly},{loud}
11,1,He slammed the door {}.,{loudly},{loud}
11,1,The chair squeaked {}.,{loudly},{loud}
11,1,The coach yelled {}.,{loudly},{loud}
11,1,I laughed {}.,{loudly},{loud}
11,1,The crowd cheered {}.,{loudly},{loud}
11,2,The audience clapped {} as the show ended.,{loudly},{loud}
11,2,The sisters laughed {} as they watched the TV.,{loudly},{loud}
11,2,The car engine started {}.,{loudly},{loud}
11,2,The ducks quacked {} as they swam towards the bread crumbs.,{loudly},{loud}
11,2,The athletes were cheered {} as they marched in the parade.,{loudly},{loud}
11,2,The children laughed {} as they played tag.,{loudly},{loud}
11,2,The pencil sharpener echoed {} in the quiet classroom.,{loudly},{loud}
11,2,The band played {} and the crowd cheered them on.,{loudly},{loud}
11,2,The lightning struck the building and thunder crackled {}.,{loudly},{loud}
11,2,Jess had to talk {} because her grandmother couldn't hear well.,{loudly},{loud}
11,3,The crowd {} booed the unpopular candidate.,{loudly},{loud}
11,3,His mother is always complaining {} about something.,{loudly},{loud}
11,3,He was snoring so{} that I couldn't sleep at all.,{so loudly},{loud}
11,3,Her screams echoed {} throughout the haunted house.,{loudly},{loud}
11,3,Her stomach grumbled {} because she missed lunch.,{loudly},{loud}
11,3,The cars collided {} as they both skidded along the wet road.,{loudly},{loud}
11,3,The minute the game ended the two friends ran towards each other and cried {} because they were so happy that they finally won the championship.,{loudly},{loud}
11,3,People danced to the music that played {} throughout the club.,{loudly},{loud}
11,3,The large crowd shouted {} as the riot escalated.,{loudly},{loud}
11,3,The pans and pots crashed {} when Sam knocked them to the floor.,{loudly},{loud}
11,1,My tooth hurts {}.,{badly},{bad}
11,1,He hurt his leg {}.,{badly},{bad}
11,1,I want it {}.,{badly},{bad}
11,1,They hurt him {}.,{badly},{bad}
11,1,She behaves {}.,{badly},{bad}
11,1,The argument ended {}.,{badly},{bad}
11,1,She sings very {}.,{badly},{bad}
11,1,Things were going {} for him.,{badly},{bad}
11,1,I felt {} about saying no.,{badly},{bad}
11,1,He needs it {}.,{badly},{bad}
11,2,He was so stressed that he slept {}.,{badly},{bad}
11,2,The conversation between my sister and my parents went {}.,{badly},{bad}
11,2,His relationship with his girlfriend was going {}.,{badly},{bad}
11,2,Ever since he ate the raw fish his stomach hurt {}.,{badly},{bad}
11,2,He hurt his back {} when he was moving heavy boxes.,{badly},{bad}
11,2,I've run out of toothpaste and I need some {}.,{badly},{bad}
11,2,"Since she wasn't feeling well today, she was working {}.",{badly},{bad}
11,2,He is a poor college student and needs money {}.,{badly},{bad}
11,2,Ben slipped on ice and hurt himself {}.,{badly},{bad}
11,2,"Ever since his dog died, he's been doing {}.",{badly},{bad}
11,3,"As he was trying to catch the ball, he sprained his leg {}.",{badly},{bad}
11,3,"Surprisingly, my sister is dealing with the situation very {}.",{badly},{bad}
11,3,"Jess didn't prepare much for her presentation, so it went {}.",{badly},{bad}
11,3,"I think your friend has been doing {}, so you might want to go see him.",{badly},{bad}
11,3,He was never a good cook so when he prepared dinner for his girlfriend it went {}.,{badly},{bad}
11,3,She wanted the new iPhone so {} that she worked three jobs for it.,{badly},{bad}
11,3,He was so nervous about the interview tomorrow that he slept very {} that night.,{badly},{bad}
11,3,"Despite being a great singer, she sang very {} that night.",{badly},{bad}
11,3,His favorite band was visiting his town and he wanted to see them so {} that he called in sick for work.,{badly},{bad}
11,3,The reason your heater is working {} is the dust blocking the vent.,{badly},{bad}
11,1,He spoke very {}.,{quietly},{quiet}
11,1,She did her work {}.,{quietly},{quiet}
11,1,He walked home {}.,{quietly},{quiet}
11,1,Liz got up {}.,{quietly},{quiet}
11,1,Josh coughed {}.,{quietly},{quiet}
11,1,Mark began to sob {}.,{quietly},{quiet}
11,1,Morgan left the room {}.,{quietly},{quiet}
11,1,She listened {}.,{quietly},{quiet}
11,1,Adam clapped {}.,{quietly},{quiet}
11,1,She sniffed {}.,{quietly},{quiet}
11,1,Please do it {}.,{quietly},{quiet}
11,2,Ben sat on his bed and read his book {}.,{quietly},{quiet}
11,2,The boys {} walked past their parents who were already asleep.,{quietly},{quiet}
11,2,"No matter how {} I come in, he always wakes.",{quietly},{quiet}
11,2,"If it's late when you come by, please knock {}.",{quietly},{quiet}
11,2,Everyone at the memorial service was speaking very {}.,{quietly},{quiet}
11,2,I've never seen a baby cry {}.,{quietly},{quiet}
11,2,"If you must argue, please do it {}.",{quietly},{quiet}
11,2,She slipped out {} while no one was looking.,{quietly},{quiet}
11,2,Could you please eat more {}?,{quietly},{quiet}
11,3,I found her crying {} in her room the day her cat died.,{quietly},{quiet}
11,3,"It's so annoying when people think they are speaking {} into their cellphones, but they can be easily overheard.",{quietly},{quiet}
11,3,I could hear the rain {} hitting the window.,{quietly},{quiet}
11,3,She was {} doing her work when her sister burst into her room.,{quietly},{quiet}
11,3,The children quickly and {} exited the building during the fire drill.,{quietly},{quiet}
11,3,My Japanese women friends always speak so {} in soft voices.,{quietly},{quiet}
11,3,We were laughing {} at a private joke when we noticed the teacher frowning at us.,{quietly},{quiet}
11,3,"They were lying {} on the bed, watching the rain through the window.",{quietly},{quiet}
11,3,"I crept {} down the stairs in the dark, thinking about that last piece of chocolate cake.",{quietly},{quiet}
11,3,"He rearranged his collection of model cars, {} humming to himself.",{quietly},{quiet}
